text,label_name
agreement strengthens long term partnership nokia siemens networks,positive
agreement signed biohit healthcare ltd uk based subsidiary biohit public develops manufactures markets liquid handling products diagnostic test systems,positive
estimates carried investments lead increase reached,positive
order book stood 1.5 bln euro 2.2 bln september 30 24.2 pct international orders amounting 365 euro,positive
paper demand increased main markets including publication papers increased average paper prices percent compared,positive
world second largest stainless steel maker month dec 31 surged us$ us$ previous,positive
framework partnership nokia siemens networks signed initial framework purchase agreement subsidiary jsc largest manufacturer components russia,positive
seppala revenue increased 0.2 eur10 .1 revenue went 2.4 eur6 .8 abroad rose 6.2 eur3 .3 increased baltic countries russia ukraine,positive
shares standard chartered rose 1.2 ftse 100 royal bank shares rose barclays shares barc bcs 1.7,positive
shares nokia corp rose thursday cell phone maker earnings doubled global handset increased,positive
financial report published friday seb bn earlier sek1 bn proposed 50 dividend increase sek1 .50,positive
department store division increased 15 clothing store subsidiary seppala increased hobby hall decreased 12,positive
contract envisaged construction option units confirmed total value 500 euro,positive
kesko corporation stock exchange release kesko corporation aspo plc today signed agreement aspo acquires capital kauko telko ltd subsidiary wholly owned kesko,positive
sponda plc stock exchange release december 2006 1.5 billion syndicated credit facility sponda sponda signed agreement syndicated credit facility total 1.5 billion,positive
contract covers platform optical designed increase forward return capacity transmission networks,positive
omx helsinki 25 index pct helsinki cap portfolio index pct higher,positive
rinkuskiai raised 18.1 percent liters kauno alus grew 14.3 percent liters,positive
telecomworldwire-7 april 2006 tj plc sells stake morning digital design oy tj plc friday april signed agreement selling shares morning digital design oy edita,positive
agreement biohit focus supplier pipettors disposable tips vwr customers europe,positive
combination enabling offer complex strengthened service chain limited baltic port connections getting access world wide grimaldi network mediterranean africa north america says,positive
expects turnover slightly increase level adding poor forecasts development contract manufacturing current,positive
acquisition considerably increase kemira position russian metal industry coatings,positive
january september finnlines rose corresponding 2006,positive
adjusted changes structure division increased 1.7,positive
change operational growing director marketing communications fiskars,positive
invest physical infrastructure provide know managing developing science technology parks sunrise valley director,positive
february 2011 broadband data communication systems provider teleste hel tlt1v saw eur2 .1 000,positive
aktia rose 17.5 8.2,positive
bank àland consolidated increased 4.8 2005 6.4 2006,positive
financial aktia reports january september corresponding,positive
high technology provider vaahto reports accounting september february increase 11.2 earlier,positive
food industry l+ñnnen tehtaat continuing operations increased 13,positive
individual promotion generated slightly higher expected revenues,positive
biohit current genesis customers customer base expected expand result agreement,positive
turnover month increased respectively eur0 .9 eur8 .3 compared corresponding 2005,positive
circulation revenue increased sweden,positive
clothing chain sepp+ñl+ñ increased 7.0 30.8,positive
construction volumes grow rate 10 15 percent annually,positive
swedish construction markets estimated annual growth,positive
biohit estimates total continue grow favourable trends lead,positive
fiskars cash flow activities amounted previous,positive
"lithuania rose 70,000 corresponding 2005",positive
fourth increased fourth,positive
international rose 59.8,positive
grew x20ac x20ac 2006,positive
increased eur655 april june earlier,positive
rose eur59 .6 number chargers delivered went 41,positive
totaled corresponding 2005,positive
nokia noted average selling price handsets declined mobile phone margin rose 22 percent 13 percent ago,positive
increased 145.1 8.3 3.4,positive
margin increased 11.2 11.7,positive
rose 1.22 corresponding,positive
rose 2.8 fourth,positive
23.0,positive
ramirent second june 30 euro 3.3 percent increase compared euro,positive
revenue grew percent x20ac x20ac,positive
ruukki announced signed agreement aker solutions norway supply 24 september unit,positive
ruukki delivery volumes selling prices showed favourable development comparable grew 50 ceo,positive
sanoma magazines estimated grow 2006,positive
bank forecasts grow 2011,positive
"circuit overall production rate weekly basis excess average 40,000 tonnes day volumes excess 50,000 tonnes day reached individual days",positive
consolidated amounted 4.14,positive
department store division reported increase cent,positive
fair value investment properties grew billion end march ago,positive
best margin rose 12.2,positive
major breweries increased domestic beer 4.5 cent 256.88 litres 245.92 litres 2004,positive
transaction adds fourth,positive
rose 26.9,positive
purchase cramo second largest rental provider latvian,positive
priority strengthen balance sheet increase cash flow ceo hannu,positive
purchase operations yit strategy expand offering building system,positive
21 october fishing tackle rapala vmc corp hel rap1v today rose eur18 .9 months eur15 .1 earlier,positive
according metso minerals value orders gone 1.9 bn 12 months,positive
aldata solution signed contract supply gold system french retail chains,positive
bank àland reports rose 21.3 second 6.1 corresponding,positive
financial aktia increased 6.6,positive
forest machinery manufacturer ponsse grew 37.5 corresponding,positive
kci konecranes raised growth estimate 2006 25 35,positive
okmetic manufactures processes silicon wafers semiconductor sensor industries norwegian solar wafer norsun signed contract okmetic supply norsun silicon crystals use solar cell manufacturing,positive
pharmaceuticals orion rose,positive
ponsse signed agreement africa distribution support ponsse forest machines harvester heads information systems south africa,positive
south african sappi largest foreign forest industry result acquisition real corporation graphic papers unit,positive
according deputy md pekka aim double turnover years,positive
according hkscan plan increase j+ñrvi suomen portti 100mn,positive
advertising circulation revenues grew 3.4 0.4 respectively,positive
takeover cramo second largest rental provider latvian,positive
significant increase 18.6 russia,positive
alma media expects increase forecast previously,positive
lemmink+ñinen accounting went 3.1 ago,positive
end march order book 39.6 42 corresponding 2006,positive
time increased 10 h1 reached ls,positive
increased meat offering number products segment,positive
12 month increased respectively eur10 .5 eur28 .8 compared financial 2004,positive
12 month increased respectively eur20 .8 .7 compared financial 2004,positive
12 month increased respectively eur21 .5 .1 compared 2005,positive
12 month increased respectively eur4 .7 .7 compared 2004,positive
month increased respectively 3.4 compared corresponding 2006,positive
month increased respectively eur13 .8 .6 compared corresponding,positive
month increased respectively eur0 .4 eur3 .2 compared corresponding 2005,positive
month increased respectively eur18 .1 .6 compared corresponding 2006,positive
month increased respectively eur7 .5 eur655 .5 compared corresponding 2005,positive
month increased respectively eur15 .1 eur131 .5 compared corresponding 2005,positive
month increased respectively eur16 .0 compared corresponding 2006,positive
month increased respectively eur0 .3 eur13 .1 compared corresponding 2005,positive
turnover month increased respectively eur2 .4 eur43 .8 compared corresponding ago,positive
turnover month increased respectively eur17 .6 .9 compared corresponding,positive
turnover month increased respectively eur0 .1 eur29 .0 compared corresponding ago,positive
cargo volume grew,positive
cargo volume increased approximately,positive
comparable totaled 2004,positive
digia consolidated january june .8 9.7 eur61 .9,positive
diluted earnings eps rose 0.05,positive
diluted earnings eps rose versus,positive
diluted earnings eps rose 0.64,positive
diluted earnings eps rose 0.50,positive
diluted eps rose eur3 eur0 .50,positive
ebit margin 1.4 5.1,positive
eps eur0 .00 compared eur0 .01 representing eur15 .3 2.8 compared eur14 .9,positive
eps continuing operations came 0.30,positive
equity ratio compared frozen foods totaled 11.0 2006,positive
eur928 000 q1 textile clothing design marimekko hel mmo1v today rose eur928 000 eur13 000 corresponding earlier,positive
based elcoteq se privately held provider electronics manufacturing communications companies thursday signed long term manufacturing supply deal communications equipment corp,positive
cutlery hand tools maker fiskars abp hel fisas today rose usd 33.6 earlier,positive
department store chain stockmann abp rose 39.8 euro months euro 2006,positive
lifting equipment maker konecranes july 30 rose euro 111.1 half euro 89.1,positive
messaging solutions developer tecnomen corporation omx helsinki thursday 11 december received expansion order convergent charging solution latin america,positive
metal industry solutions supplier outotec rose euro months euro 2006,positive
metal products componenta rose euro 5.3 euro 7.3 2006,positive
office supplies computer accessories dealer plc rose 1.3 euro 1.7 2006 1.13 euro 1.5 2005,positive
security privacy software solutions developer stonesoft january preliminary stonegate products grew 59 pct 3.6 euro 5.3 fourth,positive
silicon wafer technology okmetic omx helsinki okm1v reported thursday august eur5 .3 january june eur3 .3 corresponding,positive
software developer solutions increased 3.5 euro 4.6 2006 2.3 euro 3.0 2005,positive
underlying rose 41 33 earlier,positive
following acquisition strengthen presence serving operators office mobile fixed networks construction installation maintenance,positive
months rose eur30 corresponding,positive
helsinki afx retail wholesale kesko reported february increase 10.8 pct,positive
seen grown .3 .3,positive
returned growth april june ceo pekka,positive
ragutis controlled brewery reported 5.4 cent rise beer litres held cent,positive
svyturys utenos alus controlled nordic baltic beverages holding bbh posted 4.7 cent growth beer january litres,positive
addition kone signed maintenance contract escalators,positive
december members lithuanian brewers association sold total 20.3 liters beer increase 1.9 percent liters december 2004,positive
january september interest income increased january september,positive
q1 bank àland interest income increased 9.1 9.7,positive
sweden review totaled 3.4 30.8 corresponding 2005,positive
fourth orion went 33.8 eur33,positive
second rose 3.1 2.5 april june,positive
second rose eur3 .1 eur2 .5 april june,positive
increased 12 comparable currency rates growth,positive
increased 12 .5 comparable currency rates growth,positive
widened 48.51 percent percent earlier,positive
kesko agro eesti retailer wholesaler grain agricultural warehousing machinery accessories euros increase tenth,positive
kesko car import auto saw grow 17.1 pct,positive
kone rose 14 months,positive
adp news feb 11 management software solutions provider ixonos hel today rose 3.5 usd 4.5 3.1,positive
adp news feb 12 solutions provider affecto hel afe1v today rose 8.5 usd 11,positive
adp news feb fishing tackle rapala vmc corp hel rap1v today rose 19.2 usd 24.6 17.5,positive
adp news nov electronic measurement products solutions maker vaisala omx vaias today rose 18 usd 23.1 months,positive
adp news oct 29 lifting equipment maker konecranes omx kcr1v today rose usd months,positive
metso expects increase 10 comparable exchange rates,positive
"neste oil corp signed long term procurement contracts oy oy owned food manufacturers supply animal fat biodiesel production neste 200,000 porvoo refinery",positive
interest income increased 4.5 31.4 2004,positive
interest income,positive
interest income 39.3 32.7,positive
vegetable oil rose 10.6 10.1,positive
nokia multimedia totaled 5.7 bn 45 corresponding 2005,positive
income rose,positive
kauppalehti rose 1.5 1.3 marketplaces 1.3 1.0 2006,positive
rose,positive
rose 19.9,positive
rose 1.6 1.1 corresponding 2006,positive
rose 23.2 corresponding 2006,positive
rose 13.5 9.7 corresponding 2006,positive
rose 14.9 corresponding 2006,positive
rose 27.8 17.5,positive
rose 3.2 1.0 corresponding,positive
rose 4.7 3.6,positive
rose 4.7 4.6,positive
rose 9.2 6.8 corresponding,positive
rose eur2 .4 eur1 .6 earlier,positive
surged eur21 000,positive
totaled slightly corresponding 2006,positive
totaled 5.5,positive
11.4 7.5,positive
23,positive
order intake grew 40 30 respectively 1.7 billion respective january september july september periods,positive
orders received grew 55,positive
orion increased 2004,positive
passenger volumes rose 8.4 accounting,positive
passenger related revenue rose 5.1,positive
press release october ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna,positive
pretax rose 0.6 0.4 corresponding 2005,positive
pretax rose corresponding 2005,positive
pretax rose 17.8 14.9 2005,positive
pre tax totaled,positive
previously ebit growth 20 pct 10 pct respectively,positive
previously estimated reach level 2005,positive
totaled corresponding 2006,positive
5.9 1.3,positive
9.8 6.0 2004,positive
revenue grew 12 percent x20ac 3.6 billion us$ 4.5 billion,positive
revenue july september grew 14 percent euro earlier thursday,positive
revenues time grew 14 percent 43 euros,positive
ruukki signed contract deliver install steel structures bridge kyronsalmi strait savonlinna,positive
latin america increased 42 total 8.7 mobile devices sold area representing increase 32 corresponding,positive
clothing developed best,positive
sanoma magazines grew,positive
satama rose euro euro 2006,positive
section regional news demand finnair asian traffic measured passenger kilometers 34.9 august compare,positive
svyturys utenos alus controlled nordic baltic beverages holding bbh posted 6.1 percent growth beer january september liters,positive
increase estimated 117,positive
agreement expands tekla structures scope use bridge design,positive
aim increase fifth 2006,positive
chain posted euros 2005 rise percent,positive
expects increase 10,positive
expects half reach previous level,positive
process building fleet placed orders 10 max dwt,positive
income ebit totalled,positive
eps outlook increased 5.6 pct 7.0 pct,positive
fair value investment properties totaled 2006,positive
government announced wednesday sold 32 percent stake chemicals fertilizer kemira x20ac sending price percent,positive
german signed code agreement oneworld member -- american airlines inc based amr corp nyse amr,positive
helsinki based owns salomon atomic brands rose 15 percent months dec 31 x20ac 47 x20ac 40.8 earlier,positive
increase capital stock registered trade register 20 november 2006,positive
grain trading increased 2.0 1.4 2005,positive
stock rose second day wednesday bringing day rise .0 2.0,positive
stock rose day tuesday bringing day rise .50 1.8,positive
transaction line aspo strategy expand baltic sea region eastern markets,positive
transactions increase earnings eur0,positive
recovery base metals prices increased demand metals china,positive
extends comptel global presence total 18 countries serving 250 customers 80 countries worldwide,positive
tietoenator uses nokia intellisync mobile suite wireless email calendar device management capabilities extend customers,positive
total revenue grew eur61,positive
vacon cash flow operations grew 21.9 ago,positive
strengthen existing partnership cybercom says teleste,positive
acquisition teleste plans expand presence video partner cable operators service providers,positive
acquisition expand offering north central south america,positive
extension contract engines plant produce 100 mw,positive
yit says acquisition strategy expansion central eastern european markets,positive
basware product grew strongly financial 24 percent,positive
second growth rosen ramirent ceo,positive
transaction strengthens position design branded goods fiskars president ceo heikki groups relatively operations,positive
february 2011 textile clothing marimekko hel mmo1v today preliminary grew eur8 .2 eur6 .3,positive
larox signed contract talvivaara project delivery filters talvivaara nickel sotkamo,positive
affecto expects increase level reached 103,positive
cash flow operations rose 15.6,positive
commission income rose 16.1 2004,positive
componenta objective agreement increase existing production lines,positive
earnings january june eur0 .30 increase 20 eur0,positive
earnings eps rose 0.11 0.03,positive
elisa mobile subscriptions grew percent mainly customers adopting called generation mobile technology,positive
eps came 0.33 ago ahead forecast 0.33,positive
eps grew 0.04 0.02,positive
exports grew 16.5 percent liters,positive
investment panostaja went 8.6 euro 11.4 fiscal 2005 06 ended october 31 2006 2.8 euro 3.7 fiscal 2004 05,positive
metal components supplier componenta went 3.5 euro 4.5 2006 2.2 euro 2.8 2005,positive
silicon wafer technology okmetic omx helsinki okm1v reported thursday 30 october eur7 .4 january september eur6 .1 corresponding,positive
fiskars brands report,positive
geosentric geosolutions unit gypsii mobile digital application geo mobility social networking platform signed agreement gypsii mobile social networking platform available customers china mobile,positive
helsinki afx outokumpu technology signed 3.5 agreement erdenet mining corporation engineering plant built erdenet site,positive
proportion paid standing orders grew,positive
addition demand export lining stone products increased,positive
january september continuing operations rose corresponding 2006,positive
july september yit increased compared corresponding,positive
reporting rose .3 acquisitions realized half 09 effect eur10 .9 review,positive
reporting grew,positive
rose,positive
raised turnover approximately litas 6.1 litas 2004,positive
adp news nov 18 ac drives manufacturer vacon omx today set representative offices romania ukraine serve growing markets eastern southeastern europe,positive
marimekko estimated increase 10,positive
surged 30 36,positive
went 29 affected acquisitions realized previous financial effect 5.1 review,positive
rose percent 48.51 percent earlier,positive
nokia world largest mobile phone manufacturer china china largest mobile phone distributor long standing partnership continues grow stronger time,positive
october december 302 pct increase,positive
olvi controls 94 percent stake ragutis le coq annual report published earlier lithuanian brewery reached euros rise percent 12.49 euros 2004,positive
olvi expects increase,positive
increased 14.0 4.9 corresponding 2005,positive
asian plants grew,positive
totaled 2004,positive
totalled 23.5,positive
production capacity increase 36 000 85 000 tonnes raw material continue recycled paper board,positive
increased 2.9 10.5,positive
0.87,positive
return capital employed rose 4.8 percentage points,positive
revenue july september grew 21 percent euro 2.3 billion thursday,positive
revenue grew percent .2 us$,positive
ruukki order book end 30 10,positive
ruukki signed contract norwegian veidekke,positive
rose 3.9 international growth 0.7,positive
security system packaging increased slightly,positive
stora enso pre tax doubled,positive
strongest growth seen markets russia czech republic slovakia,positive
airline ordered airbus a350 900 aircraft deliveries 2011 lead airline latest variant series engines called,positive
smelter operations increasing annual production capacity tonnes copper,positive
continued increase,positive
scheduled traffic measured revenue passenger kilometres rpk grew nearly passengers carried scheduled flights february,positive
investments areas resulted increase sweden poland russia lithuania,positive
disposal autotank strengthen aspo capital structure commented nyberg ceo aspo,positive
earnings came 0.25 earlier,positive
economic rate sponda property portfolio rose 91.2 2006,positive
supplier bss oss vas telecom operators tecnotree received expansion orders worth total us$ 7.3 convergent charging generation messaging solutions latin america announced operators placed orders,positive
12 month grew 31 percent euros,positive
growth talentum customers started end continued reporting stated,positive
growth half 28 compared half,positive
pretax life insurance increased 36 27,positive
pretax life insurance increased eur27,positive
total delivery volume paper businesses tonnes tonnes,positive
value firm forestry holdings increased sek 3.6 bn,positive
deal strengthened partnership telemig celular tecnomen started beginning telemig prepaid operations,positive
turnover rose eur21 eur17,positive
stora enso tailor short run demand packaging,positive
yit construction town signed lease contract town travel centre office facilities,positive
upgrade intended raise network capacity 450 mhz mhz cities enabling bi digital television broadband data,positive
"lead production turn increase 60,000 tonnes increase current capacity levels",positive
separately yit corporation austrian firm ag week signed agreement sale building system service germany austria poland czech republic hungary romania 55,positive
intends raise production capacity 2006,positive
expand offering north central south america,positive
members partners use increased efficiency results service,positive
nokian tyres kazakhstan ordabasy corporation signed agreement build plant astana produce car tires ordabasy chairman press conference,positive
software affectogenimap signed agreement acquire shares swedish sector intellibis ab 12 euro 15.8 debt free basis,positive
silicon wafers manufacturer okmetic june 29 signed agreement nordea bank plc local subsidiary swedish commercial bank nordea bank ab refinance okmetic syndicated bank facility amounts 20 euro 26.9,positive
furthermore bunge sign licensing agreement brands,positive
september agreed buy danish rose poultry eur23 .9 combination cash stock,positive
planning expand product portfolio harbor segment chief executive pekka lundmark told financial times,positive
kauko telko ltd press release 14.00 telko kauko telko expanding strategic partnership bp industrial bp acquiring total ownership bp swedish retail ab,positive
production capacity rise gradually tonnes tonnes,positive
ramirent danish subsidiary ramirent today signed agreement acquire assets machinery rental located west,positive
agreement provide switch double converter capacity whilst opening manufacturing locations china,positive
november 16 2006 real estate fund ky signed agreement window maker oy build window plant forssa southern,positive
committed expanding apollo portfolio,positive
contracts signed acquire uranium produced sotkamo nickel zinc eastern owned talvivaara,positive
omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed 0.43 points wednesday,positive
omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed points friday,positive
terms agreement talvivaara cameco provide investment maximum 60 cover construction cost uranium extraction circuit,positive
vaisala press release september 30 vaisala signed contract sell oxygen measurement technology gmbh,positive
beijing asia hong kong listed standard chartered bank signed china mobile phone dealer financing agreement nokia making foreign bank offer financing country small medium enterprise,positive
lidskoe pivo investment program foresees integrated modernization production transport logistics infrastructure developing marketing instruments,positive
particular picked markets,positive
transaction alma media raised stake talentum shares voting rights,positive
largest elevator world chinese output elevators continued rise units yr yr,positive
compared ftse 100 index rose points 0.5 day relative price change 2.3,positive
componenta increased stake turkish steel doktas dokumculuk ve pct stake march,positive
earnings eps seen 0.56 0.38,positive
estonia beer overall grew percent 130 liters,positive
lifting equipment maker konecranes hel kcr1v 29 july raised stake austrian maker konecranes 80 bought german sector player europe,positive
helsinki afx kci konecranes raised stake holdings inc owner based materials handling pct pct,positive
delivers different user experience enables address,positive
adpnews jun 30 stainless steel maker outokumpu hel yesterday signed 900 usd 1.3 bn revolving credit facility,positive
increase acquisition swedish silva produces garden tools boats,positive
sysopen digia signed agreement main shareholders sentera holding total capital votes sentera,positive
plans expand international subsidiaries 2011 onwards,positive
decision sell lenenergo reached line fortum strategic plans invest mainly generating assets russia lenenergo grid press release,positive
equipment expand container handling capacity main port bay west coast,positive
expansion includes floor space addition lifting capacity production equipment,positive
aims increase comparable 2006,positive
subscriptions increase cargotec capital euros,positive
subscriptions increase cargotec capital,positive
total area plant sq atria invested euro 70mn plant double atria russia production capacity st petersburg area,positive
launch handsets nokia aims winner china,positive
earnings eps amounted eur0 .07 eur0 .04,positive
,positive
teleste large size growing economy rapid development tv distribution industry poland viewed attractive,positive
reached agreement union flights continue normal finnair spokesman,positive
insurance pohjola association signed agreement aim improving traffic safety,positive
helsinki afx nokian tyres reported fourth pretax strong,positive
kalnapilio tauro grupe kalnapilis tauras owned denmark royal unibrew raised percent percent beer seven months jumped 14.5 percent liters,positive
kalnapilio tauro grupe kalnapilis tauras owned denmark royal unibrew raised percent percent beer months jumped 11.4 percent liters,positive
marimekko today 20 november signed license agreement swedish chain marimekko license popular patterns h&m,positive
staff recruited japan complement network close 50 service locations 20 countries worldwide,positive
nokian equipment raise capacity reliability indian grid,positive
rautaruukki corporation stock exchange release december 12 ruukki construction engineering divisions improve adjust operations,positive
"ruukki romania local arm metal producer ruukki increased capital 900,000 euro 1.14 cash contribution reported september 19 2006",positive
stx oy signed preliminary agreement building environmentally friendly generation cruise ferry viking line manage turku stockholm sweden line abp,positive
estimates increase considerably result clearly positive,positive
tower chose add operation summer increase total capacity 80 160 pages ability run 32 48 products,positive
uponor record,positive
basware corporation stock exchange release august 31 basware signed large deal international industrial basware deliver invoice automation solution connectivity international industrial,positive
estimates improve,positive
outotec signed agreement strategic cooperation marketing providing minerals processing metallurgical plants related kazakhstan surrounding countries,positive
lemcon signed investment cooperation agreement kaluga regional administration november,positive
ruukki forecast 15 20 annual growth positive pretax result,positive
rose 10 pct strong volume favourable currency effects,positive
growth continued favourably middle east asia pacific,positive
agreement expands long established cooperation companies involves transfer certain engineering documentation functions larox etteplan,positive
kaupthing bank aims co capital markets activities improve overall service clients,positive
efficiency china mobile system english climbed mount everest summit successfully calls,positive
ahlstrom corporation double investments specialty plant south carolina,positive
rose compared line consensus figure,positive
contract signed august papua guinea based lihir gold ltd asx,positive
extensive co operation sysopen digia position domestic operator adds,positive
agreement continue good time release capital operation,positive
value nokia siemens given leading supply status verizon high growth products,positive
succeeded increasing sold apartment comments mr kari kauniskangas head yit international construction,positive
capman partner able develop continue focus providing quality restaurant customers says ceo john russia,positive
suominen corporation specialises wet wipes nonwovens flexible packaging reports second second,positive
telecoms software developer tecnomen december 2006 won 3.3 2.5 euro order supply expansion charging messaging systems mobile fixed networks brasil telecom,positive
increased trust clients yit seen apartment,positive
adp news dec 11 construction engineering outotec omx ote1v today won 28 usd order expand phosphate norwegian,positive
mr priit owner rakvere based increase valmet 27 couple years,positive
bank sees potential rise,positive
recorded revenues .1 fiscal ended december increase 23 2006,positive
cooperation double switch converter capacity,positive
robust growth result inclusion clothing chain lindex december,positive
breweries recorded 5.2 percent growth domestic beer liters 256.88 liters sold 2005,positive
truly takes efficiency mr metso adds,positive
hope increase traffic volumes opening freight scandinavia,positive
january 11 board directors approved increase quarterly dividend 0.03 0.05,positive
cargotec kalmar area providing container handling solutions awarded order rubber gantry cranes vietnam,positive
investors agreement shares euro euro afternoon trade,positive
kesko strategy healthy focused growth concentrating consumer customers,positive
london afx shares rautaruukki corp upgraded hold sell abn amro price target raised 14.5 dealers,positive
london marketwatch -- nokia nok won contract run network operations locations india,positive
progress qpr representative saudi arabia north africa signed framework agreement long term strategic relationship,positive
ragutis controlled brewery olvi achieved 5.7 percent rise beer 22.6 liters held percent,positive
250 sq sq ft store copenhagen premier shopping district inaugurated today strengthening presence nordic capitals,positive
metal gained 41 percent demand china world largest user increased,positive
addition cramo peab signed exclusive rental agreements extended existing rental agreements swedish years,positive
outotec press release december 10.30 outotec establishes subsidiary outotec established subsidiary india order better serve indian customers increase growing indian,positive
7.7 pct 12 month volume average price stock,positive
mobile phone shipments jumped 26 percent 112 units global rose 39 percent 36 percent,positive
party logistics leader best class technology procurement capabilities leading specialty packaging manufacturer employs complete solution supply chain visibility transportation efficiency increase service levels time deliveries,positive
allows customers use mobile broadband speeds times higher today,positive
based strong customer interest mobile phone manufacturers operators developer significantly increase product service quality user experience cost efficiency tulonen continues,positive
ixonos rich developing leadership experiences smartphone segment,positive
acquisition completes kone expansion strategy baltic countries,positive
18 january consultancy trainers house hel trh1v friday resolved issue eur5 hybrid bond domestic investors bid strengthen capital structure,positive
maintenance accounted,positive
money spent strengthening competitiveness sawmill products increasing volume wood delivered processing russia release says,positive
technology improves glass quality consistency increasing throughput,positive
vaisala successful international technology develops manufactures markets electronic measurement systems products,positive
look forward helping develop operational customers,positive
number collection fell considerably operations speeded,positive
combining existing solutions single platform comptel reduced cost deployment,positive
"second pretax loss narrowed 400,000",positive
26 january 2011 metal products componenta hel cth1v yesterday loss narrowed eur500 000 eur5 .3 earlier,positive
liquid handling products diagnostic test systems maker biohit hel biobv today loss narrowed eur0 .1 eur0 .4,positive
fibers plastic products maker suominen corporation loss continuing operations narrowed 1.8 euro 2.3 2006 3.7 euro 4.8 2005,positive
"metal products componenta hel cth1v today loss narrowed 500,000 usd 5.3 earlier",positive
sports equipment maker amer sports hel ameas today loss narrowed usd 22.3 second 23.2 corresponding earlier,positive
steel maker rautaruukki hel rtrks ruukki today loss contracted 49 usd months ago,positive
months talvivaara loss narrowed 8.3 21.9,positive
months loss narrowed 7.4 corresponding,positive
months loss narrowed 000 eur7 .4 corresponding,positive
adp news feb computer proha hel today loss narrowed usd 1.2,positive
factory working model decrease nokian tyres costs factory 30 usd,positive
20 october metal products componenta hel cth1v yesterday loss narrowed eur7 months eur23 .3,positive
fibers plastic products maker suominen corporation loss narrowed 1.6 euro 2.0 months 2006 euro 2.7 2005,positive
contrast loss contracted 76 256 corresponding ago,positive
second raute loss narrowed 1.5,positive
adp news nov 13 printed circuit board pcb maker aspocomp omx acg1v today loss narrowed usd 2.5 months 57,positive
metsaliitto narrowed loss second 5.0 euro 6.9 61 euro ago,positive
narrows eur2 .8 mo 09 29 october software hardware developer elektrobit hel ebg1v eb today loss narrowed eur2 .8 months eur35 .6 ago,positive
diluted loss narrowed 0.27,positive
unit costs flight operations fell 6.4 percent,positive
loss 0.3 smaller loss second,positive
home base station cell uses software based functionality silicon feature development reduce product cost,positive
