text,label_name
tietoenator 1.13 pct extending recent week second report dealers,negative
"far norwegian norske skog reduced staff levels 1,000 people plans reduce production 200,000 tons swedish stora enso cut staff people production 500,000 tons",negative
25 march 2011 electronics contract manufacturer scanfil hel scf1v today plan merge wholly owned scanfil ems yhtyma oy hit shareholders domestic rival rejected deal,negative
elisa ceo sami emt best coverage estonia clearly gives information consumers,negative
case effect negative,negative
nokia certainly qualcomm views patent situation,negative
outokumpu steel mill tornio source,negative
possible personnel reductions concern approximately people,negative
bed night,negative
initially estimated cut 30 jobs,negative
number 2000 2006,negative
according swedish authorities found coast gulf bothnia,negative
airline finnair starting temporary layoffs cabin february,negative
food workers union plans collective day strike begin april,negative
real kyro mill starting negotiations cut staff,negative
suominen flexible packaging cutting 48 jobs unit tampere nastola,negative
media talentum start personnel negotiations cut staff parent talentum publishing unit talentum media,negative
according laavainen raisio food marketing inconsistent,negative
antti president kemira growhow industrial solutions unit told thomson financial news opening prices phosphate long time,negative
applying summer work seen,negative
arcelormittal chief executive officer cut output furnaces,negative
result 12 people redundant total 67 persons laid temporarily,negative
result negotiations decided 45 people redundant financial production grounds,negative
production products continue normally temporary lay offs concern simultaneously 80 employees,negative
chief executive officer olli pekka kallasvuo changes tuesday mark time months executives operations nokia ground apple iphone rim blackberry,negative
cuts costs 35 45 employees target,negative
eb announced stock exchange release november membership board eb,negative
soapstone processing fireplaces maker tulikivi february 26 cut 20 jobs fireplace organization production facilities subsidiary kermansavi oy,negative
suominen flexible packaging ltd owned local textile suominen corporation hel suy1v today start employee negotiations concerning entire personnel,negative
vaahto provides paper making technology process machinery starting negotiations concerning temporary lay offs 140 employees plants hollola tampere,negative
losing month economy alternative arrangements save money,negative
addition production factory stopped beginning april,negative
addition production personnel sport division given temporary lay warning,negative
sweden,negative
incap furniture presently negotiating staff cuts,negative
initially maximum 15 people redundant parent 15 subsidiaries,negative
disappointment plan,negative
thing use holding phone hand,negative
jul 18 -- police looking man gunpoint east avenue afternoon shooting,negative
dismissed post editor chief newspaper december,negative
upm cut production closed mills slashed 700 jobs,negative
adp news jan 27 industrial machinery vaahto ltd hel today subsidiary vaahto ltd cut 15 jobs,negative
adpnews dec cutlery hand tools maker fiskars abp hel fisas today redundant total 18 office management staff members subsidiary iittala ltd,negative
customers left,negative
scanfil temporary lay offs mid october job cuts march,negative
plans close lines plant 450 jobs threat,negative
largest restructuring planned italy negotiations 40 job cuts initiated today noted,negative
measures result weak demand industry,negative
production liquidated june employees loose jobs,negative
"prosecutor demanding outokumpu pay fine 800,000",negative
"pulp production liquidated 1,100 employees loose jobs",negative
machinery work taken poland,negative
cover forest industry units employees concern temporary permanent lay offs,negative
news season,negative
"tornio works employs 2,300 scope fixed time temporary layoffs april october",negative
web user link mail site bank personal banking data,negative
viking line canceled,negative
issue building sites mr smith,negative
30 november office furniture maker martela hel today redundant people laid permanently office staff factory workers,negative
smith laid 30 housing consultant job wife cut spending half family having rely wife income -- --,negative
belarus lidskoe pivo brewery based region reported 1.1 decrease output january march representative administration told,negative
suspect nissan altima,negative
media advisory ntsb testing train detection system failed,negative
"snow storms brought trees power lines cutting electricity 2,000 households",negative
layoffs place plants autumn result negotiations held,negative
metso estimates need personnel reductions 25 people,negative
layoffs,negative
"permanent layoffs plywood sawn timber sectors operations domestic mills earlier temporarily laid 1,200 workers save costs",negative
paper companies negative territories stora enso pct 12.73 upm kymmene pct real pct lower,negative
current reference grade instruments challenging operate high price use,negative
dollar fell pound,negative
number salaried employees administration employees dismissed sievi units 17,negative
total number filling stations decrease recently,negative
cut price projections paper packaging analyst goldman sachs note monday,negative
industrial ruukki brought counter action metal rautaruukki dispute concerning names companies,negative
border service car shipping ferry test travel car terminal russian port border ready,negative
uncertainties cloud long term outlook,negative
20 october environmental management lassila tikanoja hel lat1v l&t monday expects excluding non recurring items slightly lower,negative
according station chain managing director kim forced purchases rising prices half consumer prices going daily competition,negative
according latvian register uponor latvia closed red lvl usd turnover lvl,negative
asked european union marimekko corporation trademark continuing dispute companies,negative
finnair cancellation flights cause daily losses x20ac 2.5 us$,negative
food totalled october representing decrease 5.5 october,negative
adp news 29 bank america bofa today ratings swedish paper maker stora enso hel sterv sector player upm kymmene hel,negative
excluding non recurring items totaled 5.4 compared 5.5 corresponding,negative
raute reported loss eur0 half eps eur0 .74 corresponding,negative
air traffic,negative
extra web mouse,negative
weak demand forestry equipment situation,negative
situation coated magazine printing paper continue weak,negative
high court fined seven local asphalt companies lion 117 cartel,negative
estonian electronic components factory elcoteq running material closure air traffic,negative
"ferries run trouble outside stockholm 20,000 islands",negative
energy executives high steel prices energy exploration,negative
capacity cut 1.4 passenger load factor 7.8 percentage points,negative
present trade mark pit produkt little known outside north west russia,negative
copper lead nickel dropped hbos hbos 20 saying,negative
demand half remained inconsistent added,negative
strike finnair estimates incur loss eur2 eur2 .5 day,negative
earnings eps dropped 0.21,negative
deputy chairman board lember told bns wednesday time strike swedish informed estonian union,negative
finnair passenger load factor measures number sold seats available seats dropped 1.3 percentage points september,negative
frost sold shares 19 .12 compared friday high low,negative
result 3.6 negative,negative
glaston dropped 2.4 euro 3.5 3.5 euro 5.1 corresponding 2006,negative
q1 result taxes continuing operations excluding non recurring items totalled -0.4 compared -0.1 corresponding,negative
kone court papers union action delayed elevators federal jan 21 state office building jan 23,negative
l&t dropped 36 45,negative
lassila tikanoja excluding non recurring items second eur11 .3 eur13 .8 ago,negative
result burdened costs restructuring,negative
commercial vessels got stuck narrow bay bothnia ice islands,negative
cash flow activities negative 3.1 compared corresponding,negative
cash activities negative 0.3 compared 30.9,negative
dropped 11.9,negative
weak dollar,negative
nordic banks write loans latvia swedbank nordea dnb seb reporting combined losses excess 1.35 billion near economic latvia,negative
okmetic expects half,negative
commerce department published expected construction spending figures november,negative
excluding non recurring items totaled 0.2 0.8 corresponding 2006,negative
excluding non recurring items totalled 1.0 1.6,negative
excluding non recurring items totalled 2.2 2.7 corresponding,negative
excluding non recurring items amounted,negative
excluding non recurring items 7.8 compared 11.2,negative
relations city comments mr ashley city investors analysts,negative
reported margin negative 5.9,negative
stora chief executive jouko karvinen described russian threat future forest products industry,negative
swedbank shares hit swedish banks ongoing international financial crisis,negative
acquisition àlandsbanken sverige burdened performance 3.0,negative
currency effect 3.0 pct 20 euro negative impact revenue,negative
previously result lower posted earlier,negative
maritime administration ships conditions,negative
offer low finnlines board stands pm tomorrow,negative
dropped 30.6 according interim report released today,negative
recent cheaper,negative
union filed assignment policies,negative
2005 result remain weaker 2004,negative
vaisala dropped 3.0 euro 4.3 6.8 euro 9.8 2006,negative
considerably weaker dollar british pound impact average prices euros upm,negative
implementation programs negative 2006 earnings mr,negative
number deals moment decided apartments sale added,negative
cut frequency york explains fall,negative
continues magazine papers target close deals end,negative
survey conducted sampo life shows companies prepared losing key staff members,negative
agricultural newspaper readers representing decrease,negative
cet arcelormittal lost euronext paris coming lead blue chip fallers,negative
cash flow operations january december negative 18.1 compared corresponding,negative
eps dropped eur0 .2 eur0 .3,negative
cinema operations particular,negative
kone shares dropped 4.1 percent x20ac 43 us$ helsinki,negative
ramirent 18 kroons loss 7.3 kroons black,negative
return capital employed negative 2.3 compared 11.3,negative
stora enso target cut holmen target -- sek 135 sek 150,negative
dismissed staff members matter court outside,negative
eu commission earlier fined united technologies corp ag kone total cartel activity lift going years,negative
spot performance water,negative
dropped eur30 .6 .3 according interim report released today,negative
yit lodged counter claims neste oil totaling eur25 primarily based work carried contract additional costs incurred prolongation project,negative
rapala vmc corporation stock exchange release october 10 kaupthing bank informed rapala vmc corporation rapala interrupted liquidity providing rapala time,negative
increases signaling traffic network resources allows fewer smartphones connect,negative
ship delayed estimated completed spring,negative
tallink significant drop problems system taken operation october sale trailer ferry wind route stockholm riga won passengers helsinki stockholm route,negative
finnlines estimated annual general meeting financially tough large investments,negative
adjustment fall price level contrast effective,negative
17 march 2011 goldman sachs estimates negative prospects norwegian mobile operations norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,negative
based result existing order backlog order prospects expects contract 25 gross margin stay healthy level margin lower lower volume,negative
stores 16 march stationery gift retailer tiimari hel tii1v yesterday cut total 28 jobs units tiimari retail ltd gallerix ltd result closure shops,negative
driver left car suspect forced gunpoint drive durham,negative
administrators indicated need 900 job cuts irish insurer 15 months,negative
total need staff cuts corresponds 300 man years,negative
according scanfil demand telecommunications network products significantly 2006 situation expected remain rest,negative
finnair believes strike cause daily losses excess 2mn canceled passenger routing,negative
helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply second reports,negative
airline estimated cancellation flights closure european process traffic caused loss eur20 including costs passengers,negative
announcement comes weeks key licensing agreement expires companies payments texas instrument use qualcomm technology,negative
op pohjola staff union insurance tasks refused sale insurance account determining,negative
ruukki calculates lost 4mn failed project,negative
samsung currently place lost ground dropping 1.8 11.1 overall,negative
baltimore police fire pension 1.5 billion lost 3.5 scheme,negative
"strike extremely 1,300 participants reporters begin day eu summit russian president vladimir lahti 100 kilometers 60 north helsinki",negative
small firms suffering moment likely money trouble added,negative
altogether finnair canceled 500 flights strike,negative
result excluding items totaled 9.1 compared 10.6 continuing operations excluding items 2004,negative
dealers hit investor disappointment refining margin usd performance shipping unit saw ebit drop 20 fall volumes tanker rates,negative
making matters difficult higher oil gas prices pushed cost energy raw materials transportation,negative
small investors shares end risk investors,negative
result burdened increased fixed costs associated operations china restructuring costs japan,negative
12 month decreased eur2 .9 turnover increased .5 compared financial 2004,negative
12 month decreased eur28 .2 turnover increased compared financial 2004,negative
12 month decreased eur5 .4 increased .0 compared financial 2004,negative
month decreased eur21 increased .9 compared corresponding,negative
month decreased eur1 .65 increased eur14 .6 compared corresponding 2005,negative
half bank fell 11.8 interest income increased 20.9 half,negative
12 month decreased .5 increased .3 compared,negative
12 month decreased eur17 .9 increased eur58 .3 compared,negative
month decreased .9 increased .7 compared corresponding,negative
comparable decreased increased compared,negative
earlier today rival uponor cut growth forecast pct 10 pct tough conditions germany currency factors,negative
loss totalled 0.3 5.1 half,negative
loss totalled 0.9 2.7,negative
pretax loss totaled 1.2 2.1 2004,negative
loss 0.8 2.5 2004,negative
national carrier loss april june earlier,negative
generated loss 43.9,negative
upm lower x20ac us$ second mainly charges,negative
association data cover figures 100 small local breweries imported beer products actual shares members smaller given report,negative
pm omx helsinki 25 0.30 pct lower omx helsinki 0.37 pct volume 256,negative
pm omx helsinki 25 pct omx helsinki pct lower turnover,negative
helsinki afx kci konecranes resources inc voting rights cranes fell week pct pct october 2005,negative
january august imports sea container trailer units fell exports corresponding,negative
airline price closed slightly x20ac .74 helsinki,negative
omx helsinki 25 ended 0.47 pct lower omx helsinki 0.21 pct bln turnover,negative
information released september nokia american shares fell,negative
"construction yit number start financed residential units 2,300 previously announced",negative
huhtamaki biggest pct lower omx helsinki 25 0.32 pct higher omx helsinki 0.47 pct,negative
pm omx helsinki 25 index 0.32 pct lower,negative
close omx helsinki 25 0.01 pct lower points omx helsinki 0.05 pct points bln turnover,negative
capacity seikku sawmill pori sawmill pietarsaari result 60 people laid weeks starting mid,negative
confirmed estimate lower revenue ago 93.9 usd given interim report august,negative
expects remain level,negative
measures result decreased demand technical design product information,negative
omx nordic 40 omxn40 index comprising 40 traded nordic stocks nasdaq omx exchange closed 0.87 points thursday,negative
shall decrease capital reserves,negative
expected fall result non recurring items expected red,negative
bank àland reports fell 6.1 second 7.5 second,negative
budapest august 10 mti electronics maker elcoteq lay 700 workers plants hungary end september falling orders communications director elcoteq local unit krippl told mti monday,negative
earnings eps 2005 decreased eur0 eur1 .15 2004,negative
finnair tallinn based subsidiary carried passengers decline routes helsinki baltic capitals southern,negative
helsinki afx kesko corp expected report lower second eps today tax charges earnings lines seen higher analysts,negative
q1 bank àland interest income weakened 10 9.1,negative
adpnews aug media ilkka yhtyma hel ilk2s today fell 45 5.9 usd 8.4 half,negative
lower outlook published earlier,negative
continuing operations fell half,negative
revenue totaled billion percent billion fourth,negative
sampo bank lending 13.6 14.4,negative
sanoma news advertising decreased 22,negative
26 october environmental management lassila tikanoja hel lat1v l&t today declined eur20 .9 months eur27 .6 earlier,negative
bank àland reports fell 4.9 5.6 2006,negative
bank àland reports 2.2 6.3 corresponding,negative
electronics contract manufacturer scanfil reports 2006 2005,negative
electronics contract manufacturer scanfil reports 58.9 second earlier,negative
exel composites technology designs manufactures markets composite profiles tubes industrial applications reports decreased 0.6 second 19.2 corresponding,negative
geosentric decreased january march,negative
kemira decreased january june january june,negative
plumbing heating systems supplier uponor continuing operations decreased 9.4,negative
plumbing heating systems supplier uponor continuing operations decreased july september compared,negative
scanfil contract manufacturer systems supplier communication industrial electronics reports half 111.1 earlier,negative
scanfil systems supplier contract manufacturer communications sector electronics industry reports totalled half 99.5 half,negative
scanfil systems supplier contract manufacturer communications sector electronics industry reports cent smaller corresponding,negative
shipping finnlines grimaldi reports decreased january june corresponding,negative
cargo traffic fell tonnes september,negative
cash flow investments amounted eur45 eur46,negative
coca cola leader manufacturers 2.2 corresponding 2004 2005,negative
comparable decreased 13.8 17.1 corresponding 2005,negative
consolidated continuing operations decreased 51.2,negative
consolidated pretax decreased,negative
device volume area decreased 21 2.7 units,negative
diluted earnings eps declined,negative
diluted earnings eps fell,negative
eur5 .9 h1 09 august media ilkka yhtyma hel ilk2s today fell 45 eur5 .9 half,negative
earnings eps amounted eur1 eur2 .30,negative
earnings eps 2005 decreased eur1 eur1 2003,negative
earnings eps half amounted eur0 eur0 ago,negative
finnair total traffic decreased 8.7 terms revenue passenger kilometres,negative
software affectogenimap 1.2 euro 1.5 months 2006 2.2 euro 2.8 2005,negative
financial software solutions developer basware fell euro 1.2 2.0 euro 2.7 earlier,negative
glass technology glaston abp decreased 2.6 euro 3.8 months 7.8 euro 11.4 2006,negative
"management software solutions provider ixonos decreased euro 575,000 euro 1.0",negative
media talentum decreased 2.5 euro 4.0 3.0 euro 4.7,negative
metal products componenta went slightly 25.1 euro 40.2 half 25.4 euro,negative
separate announcement helsinki stock exchange atria revealed profits declined eur13 .9 eur12 .7 q3,negative
fourth decreased fourth,negative
insurer par cs slid citigroup ing slashed targets stock,negative
adp news feb 11 wood products technology supplier raute hel rutav today decreased 4.7 usd 6.1 6.6,negative
adp news feb 12 construction lemminkainen hel lem1s today decreased usd,negative
adp news feb broadband data communication systems solutions teleste hel tlt1v today decreased 5.5 usd 7.2 9.4 200,negative
adp news jan 22 mobile phones maker nokia omx nok1v today decreased billion usd 6.5 bn billion,negative
adpnews cutlery hand tools maker fiskars abp hel fisas today declined usd 17 17 correspond,negative
adpnews oct 21 based consultancy tieto hel today usd 43.9 months 58.7,negative
decreased route helsinki tallinn estonia 0.1 percentage points 24.8,negative
fell half 5.5 9.4 end,negative
months march 31 fell x20ac 103 us$ x20ac earlier,negative
decreased corresponding,negative
decreased corresponding 2005,negative
fell 33,negative
fell previous accounting,negative
kyro main area glaston technologies manufacturer glass processing machines decreased january september 2005,negative
decreased 21.1,negative
fell 7.9 second 2005 5.1 second 2006,negative
fell 15.1 24.6 2006,negative
fell,negative
fell 38.1,negative
fell 6.2 8.5,negative
orion decreased euro euro 57.5 earlier,negative
pretax decreased 37,negative
pretax decreased 33.8 40.8 fourth 2005,negative
pretax totaled 9.0,negative
prices delivery volumes broadband products decreased significantly 2005,negative
fell 1.6 7.5 january september,negative
totalled 0.8 1.1 corresponding,negative
totalled 1.1 1.6,negative
revenue fell percent euro 2.4 billion compared earlier,negative
srv lowered estimate uncertainties housing,negative
stora enso second result fall half compared,negative
subscription decreased slightly,negative
confirmed estimate lower revenue ago .9 given interim report august,negative
fall turnover planned,negative
department store division fell 8.6,negative
fair value investment properties went billion end billion earlier,negative
fair value investment properties went eur2 bn end september eur2 bn earlier,negative
order portfolio decreased 42.9,negative
decreased,negative
tiimari segment fell 4.0 eur3 .3 june,negative
electronics contract manufacturer scanfil,negative
alma media amounted 11.9 earlier,negative
commission income decreased 3.8 compared 4.6,negative
commission income fell 4.6 5.1 corresponding,negative
export declined percent 16.4 liters,negative
exports goods fell 59 imports 16.7,negative
developer manufacturer mobile phone chargers salcomp plc omx helsinki sal1v wednesday 19 november lowered estimate,negative
investment fell 23.5 euro 30.6 2006 euro 2005,negative
ebit half eur13 .6 us$ 17.8 falling short eur22 .5 posted,negative
shrank cent 48 cent earlier,negative
saw 1.4 1.5 corresponding,negative
saw eur1 .4 eur1 .5 corresponding,negative
declined 1.2 billion,negative
food trade amounted .1 decline 1.1,negative
january november totalled drop 12.6,negative
july september konecranes decreased july september,negative
volume coca cola decreased 2.2 24.2,negative
september declined percent 19.28 liters,negative
baltic countries development operations reorganisation continued non recurring items related takeover process lowered earnings,negative
baltic countries fell 40.2 russia 23.2 terms euros terms local currency,negative
baltic countries fell,negative
nokia shares 3.3 percent lower 12.73,negative
nokia shares hit euros friday 50 percent start introduction touch screen models,negative
decreased 11.2 16.6,negative
decreased nearly 1.7,negative
fell 20.3 second,negative
fourth fell eur33 eur39 earlier,negative
totaled 3.8 4.5 corresponding 2005,negative
totaled 6.7 7.2 corresponding 2005,negative
totaled 9.4 11.7 2004,negative
totalled 1.22,negative
totalled 43.8 earlier,negative
totalled 9.0 9.7 half,negative
totalled 9.6,negative
-0.1 1.3,negative
10.9 14.3,negative
revenue slightly x20ac 495 compared x20ac earlier,negative
tiimari went 11.8 gallerix stores saw 29 growth,negative
seppala cent,negative
talentum september smaller expected,negative
previous estimate lower revenue ago 93.9,negative
totaled ls h1 30.9,negative
months end march slid .4 us$ .2,negative
margin came 2.4 5.7,negative
margin aker yards cruise ferries division went 8.3 6.4,negative
terms aforementioned funding considerably bank current levels maturity ranging 7.5 years,negative
total capital funds managed bank decreased 28 end september,negative
